url,Category,Example
https://www.onetonline.org/link/details/13-2011.00,Desktop calculator,10-key calculators
https://www.onetonline.org/link/details/13-2011.00,Desktop computers,
https://www.onetonline.org/link/details/13-2011.00,Laser fax machine,Laser facsimile machines
https://www.onetonline.org/link/details/13-2011.00,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/13-2011.00,Personal computers,
https://www.onetonline.org/link/details/13-2011.00,Personal digital assistant PDAs or organizers,Personal digital assistants PDA
https://www.onetonline.org/link/details/13-2011.00,Photocopiers,Photocopying equipment
https://www.onetonline.org/link/details/13-2011.00,Scanners,Computer data input scanners
https://www.onetonline.org/link/details/13-2011.00,Tablet computers,
https://www.onetonline.org/link/details/27-2011.00,Camera tripods,Photography tripods
https://www.onetonline.org/link/details/27-2011.00,Digital camcorders or video cameras,Digital video recorders
https://www.onetonline.org/link/details/27-2011.00,Digital cameras,Digital still cameras
https://www.onetonline.org/link/details/27-2011.00,Microphones,Wireless microphones
https://www.onetonline.org/link/details/27-2011.00,MP3 players or recorders,MP3 digital voice recorders
https://www.onetonline.org/link/details/27-2011.00,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/27-2011.00,Personal computers,
https://www.onetonline.org/link/details/27-2011.00,Tablet computers,
https://www.onetonline.org/link/details/15-2011.00,Desktop calculator,10-key calculators
https://www.onetonline.org/link/details/15-2011.00,Desktop computers,
https://www.onetonline.org/link/details/15-2011.00,Notebook computers,
https://www.onetonline.org/link/details/15-2011.00,Personal computers,
https://www.onetonline.org/link/details/29-1291.00,Acupuncture magnet pellets or seeds,Therapeutic acupuncture magnets
https://www.onetonline.org/link/details/29-1291.00,Acupuncture needles,Ear tacks
https://www.onetonline.org/link/details/29-1291.00,Balance beams or boards or bolsters or rockers for rehabilitation or therapy,Positioning bolsters
https://www.onetonline.org/link/details/29-1291.00,Commercial use food grinders,Herb grinders
https://www.onetonline.org/link/details/29-1291.00,Electric vibrators for rehabilitation or therapy,Ultrasound massagers; Vibration massagers
https://www.onetonline.org/link/details/29-1291.00,Electronic blood pressure units,Blood pressure monitors
https://www.onetonline.org/link/details/29-1291.00,Endoscopic hemostatic balloons or needles or tubes or accessories,Hemostat clamps
https://www.onetonline.org/link/details/29-1291.00,Foot care products,Foot rollers
https://www.onetonline.org/link/details/29-1291.00,Handheld thermometer,Handheld digital thermometers
https://www.onetonline.org/link/details/29-1291.00,Hypodermic needle,Filiform acupuncture needles; Intradermal acupuncture needles; Press needles; Seven-star needles;1 more
https://www.onetonline.org/link/details/29-1291.00,Ion analyzers,Air ion testers
https://www.onetonline.org/link/details/29-1291.00,Ion exchange apparatus,Ionizers
https://www.onetonline.org/link/details/29-1291.00,Lancets,Lancet needles; Three-edged bloodletting needles
https://www.onetonline.org/link/details/29-1291.00,Lasers,Crystal probes; Laser pens
https://www.onetonline.org/link/details/29-1291.00,Mats or platforms for rehabilitation or therapy,Massage chairs; Massage tables
https://www.onetonline.org/link/details/29-1291.00,Medical acoustic stethoscopes,Dual head stethoscopes
https://www.onetonline.org/link/details/29-1291.00,Medical diagnostic pinwheels,Wartenberg pinwheels
https://www.onetonline.org/link/details/29-1291.00,Medical heat lamps,Digital heat lamps; Infrared heat lamps; Mineral wave lamps; Portable heat lamps
https://www.onetonline.org/link/details/29-1291.00,Medical hydrocollators,Hydrocollator units
https://www.onetonline.org/link/details/29-1291.00,Medical tuning forks,Acutonics tuning forks
https://www.onetonline.org/link/details/29-1291.00,Mercury blood pressure units,Adenoid sphygmomanometers
https://www.onetonline.org/link/details/29-1291.00,Needle guides,Acupuncture needle guide tubes; Needle inserters; Needle plungers
https://www.onetonline.org/link/details/29-1291.00,Needle or blade or sharps disposal containers or carts,Biohazard containers
https://www.onetonline.org/link/details/29-1291.00,Neurological diagnostic sets,Acupuncture ear probes
https://www.onetonline.org/link/details/29-1291.00,Neuromuscular stimulators or kits,Digital electronic acupunctoscopes; Electroacupuncture stimulation units; Microcurrent systems; Pulsed magnetic field generators;3 more
https://www.onetonline.org/link/details/29-1291.00,Ophthalmoscopes or otoscopes or scope sets,Otoscopes
https://www.onetonline.org/link/details/29-1291.00,Reflex hammers or mallets,Babinski hammers; Buck neurological hammers; Taylor-type percussion hammers
https://www.onetonline.org/link/details/29-1291.00,Steam autoclaves or sterilizers,Autoclave sterilizers
https://www.onetonline.org/link/details/29-1291.00,Surgical clamps or clips or forceps,Angle tip forceps; Dressing forceps; Lockable forceps; Splinter forceps;1 more
https://www.onetonline.org/link/details/29-1291.00,Surgical scissors,Bandage scissors; Operating scissors; Scissor pincettes
https://www.onetonline.org/link/details/29-1291.00,Therapeutic balls,Gua sha tools; Manaka hammers; Rolling drums
https://www.onetonline.org/link/details/29-1291.00,Therapeutic heating or cooling pads or compresses or packs,Glass cupping sets; Magnetic cupping sets; Therapeutic cooling packs; Therapeutic heating packs;3 more
https://www.onetonline.org/link/details/29-1291.00,Therapeutic heating or cooling units or systems,Moxa boxes; Moxa burners; Moxa cans; Tiger warmers;1 more
https://www.onetonline.org/link/details/29-1291.00,Tongue depressors or blades or sticks,Tongue depressors
https://www.onetonline.org/link/details/29-1291.00,Transcutaneous electric nerve stimulation units,Trancutaneous electrical nerve stimulation TENS units
https://www.onetonline.org/link/details/29-1291.00,Tweezers,Tack tweezers; Wide grip tweezers
https://www.onetonline.org/link/details/29-1291.00,Vacuum pumps,Ion pumps
https://www.onetonline.org/link/details/29-1291.00,Wrist exercisers for rehabilitation or therapy,Hand exercise balls; Hand rollers; Magnetic finger rings
https://www.onetonline.org/link/details/29-1141.01,Acute care fetal or maternal monitoring units,Fetal monitors
https://www.onetonline.org/link/details/29-1141.01,Anesthesia nerve block kit or tray,Epidural catheters
https://www.onetonline.org/link/details/29-1141.01,Apnea monitors,
https://www.onetonline.org/link/details/29-1141.01,Arterial blood gas monitors,Arterial blood gas testing equipment
https://www.onetonline.org/link/details/29-1141.01,Arterial line catheters,Swan Ganz artery catheters
https://www.onetonline.org/link/details/29-1141.01,Autotransfusion units,Autotransfusion systems
https://www.onetonline.org/link/details/29-1141.01,Bedpans,
https://www.onetonline.org/link/details/29-1141.01,Blood collection syringes,Blood drawing syringes
https://www.onetonline.org/link/details/29-1141.01,Blood pressure cuff kits,Sphygmomanometers
https://www.onetonline.org/link/details/29-1141.01,Breast pumps,
https://www.onetonline.org/link/details/29-1141.01,Bronchoscopes,
https://www.onetonline.org/link/details/29-1141.01,Cardiac output CO monitoring units,Cardiac monitors; Hemodynamic monitors
https://www.onetonline.org/link/details/29-1141.01,Cardiac pacemaker generators or cardiac resynchronization therapy pacemakers CRT-P,Transcutaneous pacemakers; Transvenous pacemakers
https://www.onetonline.org/link/details/29-1141.01,Cast cutters or saws,Cast cutting saws
https://www.onetonline.org/link/details/29-1141.01,Cast or splint carts or stands,Cast carts
https://www.onetonline.org/link/details/29-1141.01,Central venous catheters,Multiple lumen central line catheters
https://www.onetonline.org/link/details/29-1141.01,Clinical incubators or infant warmers,Isolettes; Newborn warming lamps
https://www.onetonline.org/link/details/29-1141.01,Clinical trapeze bars,Clinical trapeze traction bars
https://www.onetonline.org/link/details/29-1141.01,Crutches,
https://www.onetonline.org/link/details/29-1141.01,Desktop computers,
https://www.onetonline.org/link/details/29-1141.01,Diagnostic or interventional vascular catheters for general use,Angiocaths; Pulmonary artery catheters
https://www.onetonline.org/link/details/29-1141.01,Electrocardiography EKG transmitters or telemetry devices,Telemetry monitors
https://www.onetonline.org/link/details/29-1141.01,Electrocardiography EKG units,Electrocardiography EKG machines
https://www.onetonline.org/link/details/29-1141.01,Electronic blood pressure units,Blood pressure monitors
https://www.onetonline.org/link/details/29-1141.01,Electronic medical thermometers,Digital medical thermometers
https://www.onetonline.org/link/details/29-1141.01,Electrosurgical or electrocautery equipment,Electrosurgical cauterization machines
https://www.onetonline.org/link/details/29-1141.01,Emergency or resuscitation carts,Crash carts; Pediatric crash carts
https://www.onetonline.org/link/details/29-1141.01,End tidal carbon dioxide monitors,
https://www.onetonline.org/link/details/29-1141.01,Endoscopic hemostatic balloons or needles or tubes or accessories,Straight hemostats
https://www.onetonline.org/link/details/29-1141.01,Endoscopic instrument sets,Fiberoptic endoscopes
https://www.onetonline.org/link/details/29-1141.01,Endotracheal or tracheotomy sets,Tracheotomy sets
https://www.onetonline.org/link/details/29-1141.01,Endotracheal tubes,Endotracheal ET tubes
https://www.onetonline.org/link/details/29-1141.01,Enema kits,Enema equipment
https://www.onetonline.org/link/details/29-1141.01,Enteral feeding infusion pump tubing sets,Enteral feeding sets
https://www.onetonline.org/link/details/29-1141.01,Eye charts or vision cards,Visual acuity charts
https://www.onetonline.org/link/details/29-1141.01,Finger ring removers or cutters,Ring cutters
https://www.onetonline.org/link/details/29-1141.01,Flow sensors or regulators or components,Oxygen flowmeters
https://www.onetonline.org/link/details/29-1141.01,Glucose monitors or meters,Blood glucometers
https://www.onetonline.org/link/details/29-1141.01,Goggles,Safety goggles
https://www.onetonline.org/link/details/29-1141.01,Gurneys or scissor lifts,Medical gurneys
https://www.onetonline.org/link/details/29-1141.01,Intermittent positive pressure breathing IPPB machines,Mechanical intermittent positive pressure ventilators
https://www.onetonline.org/link/details/29-1141.01,Intracranial pressure ICP monitoring units,Intracranial pressure monitors
https://www.onetonline.org/link/details/29-1141.01,Intravenous infusion pumps for general use,Intravenous infusion pumps
https://www.onetonline.org/link/details/29-1141.01,Intravenous or arterial catheter trays,Intravenous IV administration sets; Intravenous IV cutdown trays
https://www.onetonline.org/link/details/29-1141.01,Intubation forceps,Magill forceps
https://www.onetonline.org/link/details/29-1141.01,Intubator components,Intubation sets
https://www.onetonline.org/link/details/29-1141.01,Laboratory graduated cylinders,Graduated glass laboratory cylinders
https://www.onetonline.org/link/details/29-1141.01,Lancets,
https://www.onetonline.org/link/details/29-1141.01,Manual resuscitators,Manual resuscitation bags
https://www.onetonline.org/link/details/29-1141.01,Medical acoustic stethoscopes,Mechanical stethoscopes
https://www.onetonline.org/link/details/29-1141.01,Medical aspiration or irrigation syringes,Bulb syringes
https://www.onetonline.org/link/details/29-1141.01,Medical exam or non surgical procedure gloves,Medical examination protective gloves
https://www.onetonline.org/link/details/29-1141.01,Medical nasal oxygen catheters or catheterization kits,Nasal catheters
https://www.onetonline.org/link/details/29-1141.01,Medical or surgical suction or vacuum appliances,Nasal suctioning equipment; Oral suctioning equipment; Tracheal suctioning equipment
https://www.onetonline.org/link/details/29-1141.01,Medical oxygen masks or parts,Oxygen delivery masks
https://www.onetonline.org/link/details/29-1141.01,Medical radiological positioning aids for general radiological use,Sandbags
https://www.onetonline.org/link/details/29-1141.01,Medical staff isolation or cover gowns,Protective gowns
https://www.onetonline.org/link/details/29-1141.01,Medical staplers for external use,Skin staplers
https://www.onetonline.org/link/details/29-1141.01,Medical syringes with needle,Hypodermic syringes
https://www.onetonline.org/link/details/29-1141.01,Medical tuning forks,Diagnostic tuning forks
https://www.onetonline.org/link/details/29-1141.01,Medical ultrasound or doppler or echocardiograph transducer,Ultrasound transducers
https://www.onetonline.org/link/details/29-1141.01,Medical ultrasound or doppler or echocardiograph transducer accessories,Doppler ultrasound equipment
https://www.onetonline.org/link/details/29-1141.01,Medication or pill dispensers,Automated medicine dispensing equipment
https://www.onetonline.org/link/details/29-1141.01,Microscope slides,
https://www.onetonline.org/link/details/29-1141.01,Mobile medical services automated external defibrillators AED or hard paddles,Automated external defibrillators AED
https://www.onetonline.org/link/details/29-1141.01,Mobile medical services spine boards,Backboards
https://www.onetonline.org/link/details/29-1141.01,Multiparameter vital sign units,Transport cardiac monitors
https://www.onetonline.org/link/details/29-1141.01,Nasal exam specula or dilators,Nasal specula
https://www.onetonline.org/link/details/29-1141.01,Nasogastric tubes,
https://www.onetonline.org/link/details/29-1141.01,Nasopharyngeal tubes or airways,Nasopharyngeal airways
https://www.onetonline.org/link/details/29-1141.01,Nebulizers,Electronic compressor nebulizers; Handheld nebulizers
https://www.onetonline.org/link/details/29-1141.01,Non invasive bi level machines,Bilevel positive airway pressure BiPAP ventilators
https://www.onetonline.org/link/details/29-1141.01,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/29-1141.01,Ophthalmic irrigation or aspiration supplies,Eye lavage kits
https://www.onetonline.org/link/details/29-1141.01,Ophthalmic slit lamps,
https://www.onetonline.org/link/details/29-1141.01,Ophthalmic tonometers,
https://www.onetonline.org/link/details/29-1141.01,Ophthalmoscopes or otoscopes or scope sets,Ophthalmoscopes; Otoscopes
https://www.onetonline.org/link/details/29-1141.01,Orthopedic splint systems,Orthopedic splinting equipment
https://www.onetonline.org/link/details/29-1141.01,Orthopedic traction hardware or weights,Traction weights
https://www.onetonline.org/link/details/29-1141.01,Ostomy appliances,Ostomy equipment
https://www.onetonline.org/link/details/29-1141.01,Otological instruments,Ear curettes
https://www.onetonline.org/link/details/29-1141.01,Oxygen concentrators,
https://www.onetonline.org/link/details/29-1141.01,Patient care beds for specialty care,Specialty patient care beds
https://www.onetonline.org/link/details/29-1141.01,Patient floor scales,Medical scales
https://www.onetonline.org/link/details/29-1141.01,Patient shifting boards,Transfer boards
https://www.onetonline.org/link/details/29-1141.01,Patient stabilization or fall prevention devices,Patient restraints
https://www.onetonline.org/link/details/29-1141.01,Perfusion oxygen or hematocrit saturation monitors,Venous oxygen saturation SVO2 monitors
https://www.onetonline.org/link/details/29-1141.01,Pericardiocentesis needles or kits,Pericardiocentesis kits
https://www.onetonline.org/link/details/29-1141.01,Pleural cavity drainage units or containers,Chest drains
https://www.onetonline.org/link/details/29-1141.01,Pulse oximeter units,Pulse oximeters
https://www.onetonline.org/link/details/29-1141.01,Reflex hammers or mallets,Reflex hammers
https://www.onetonline.org/link/details/29-1141.01,Skin staple removers or kits,Surgical staple removers
https://www.onetonline.org/link/details/29-1141.01,Specimen collection container,Specimen collection containers
https://www.onetonline.org/link/details/29-1141.01,Spirometers,Incentive spirometers
https://www.onetonline.org/link/details/29-1141.01,Surgical clamps or clips or forceps,Alligator forceps; Occlusion clamps; Ring forceps
https://www.onetonline.org/link/details/29-1141.01,Surgical drains or drain sets,Incision drainage equipment
https://www.onetonline.org/link/details/29-1141.01,Surgical irrigation sets,
https://www.onetonline.org/link/details/29-1141.01,Surgical isolation or surgical masks,Protective face shields; Protective medical face masks
https://www.onetonline.org/link/details/29-1141.01,Surgical scalpels or knives or blades or trephines,Surgical scalpels
https://www.onetonline.org/link/details/29-1141.01,Surgical scissors,Straight surgical scissors
https://www.onetonline.org/link/details/29-1141.01,Surgical shave kits or prep razors or clippers,Surgical razors
https://www.onetonline.org/link/details/29-1141.01,Suture removal kits or trays or packs or sets,Suture removal kits
https://www.onetonline.org/link/details/29-1141.01,Suturing kits or trays or packs or sets,Laceration repair trays
https://www.onetonline.org/link/details/29-1141.01,Tablet computers,
https://www.onetonline.org/link/details/29-1141.01,Tablet crushers,Pill crushers; Pill splitters
https://www.onetonline.org/link/details/29-1141.01,Therapeutic heating or cooling blankets or drapes,Hyper/hypothermia blankets
https://www.onetonline.org/link/details/29-1141.01,Thoracentesis sets or trays,Thoracentesis kits; Thoracentesis trays
https://www.onetonline.org/link/details/29-1141.01,Tongue depressors or blades or sticks,Tongue blades
https://www.onetonline.org/link/details/29-1141.01,Tourniquets,
https://www.onetonline.org/link/details/29-1141.01,Transcutaneous electric nerve stimulation units,Transcutaneous electric nerve stimulation TENS equipment
https://www.onetonline.org/link/details/29-1141.01,Ultraviolet UV lamps,Wood's lamps
https://www.onetonline.org/link/details/29-1141.01,Umbilical catheters,
https://www.onetonline.org/link/details/29-1141.01,Urinalysis analyzers,Urine analysis equipment
https://www.onetonline.org/link/details/29-1141.01,Urinalysis test strips,
https://www.onetonline.org/link/details/29-1141.01,Urinary catheterization kits,Urinary catheters
https://www.onetonline.org/link/details/29-1141.01,Vacuum blood collection tubes or containers,Evacuated blood collection tubes
https://www.onetonline.org/link/details/29-1141.01,Vaginal exam speculas,
https://www.onetonline.org/link/details/29-1141.01,Vascular or compression apparel or support,Pneumatic boots
https://www.onetonline.org/link/details/29-1141.01,Walkers or rollators,Patient walkers
https://www.onetonline.org/link/details/29-1141.01,Wheelchairs,
https://www.onetonline.org/link/details/25-2059.01,Archery targets,
https://www.onetonline.org/link/details/25-2059.01,Badminton rackets,Badminton sets
https://www.onetonline.org/link/details/25-2059.01,Balance or gross motor equipment,Balance boards
https://www.onetonline.org/link/details/25-2059.01,Baseball batting aids,T-ball equipment
https://www.onetonline.org/link/details/25-2059.01,Basketball hoop,Basketball hoops
https://www.onetonline.org/link/details/25-2059.01,Basketballs,
https://www.onetonline.org/link/details/25-2059.01,Bowling equipment,Bowling sets
https://www.onetonline.org/link/details/25-2059.01,Compact disk players or recorders,Compact disk CD players
https://www.onetonline.org/link/details/25-2059.01,Croquet sets,
https://www.onetonline.org/link/details/25-2059.01,Dart boards,Dart board equipment
https://www.onetonline.org/link/details/25-2059.01,Desktop computers,
https://www.onetonline.org/link/details/25-2059.01,Digital video disk players or recorders,Digital video disk DVD players
https://www.onetonline.org/link/details/25-2059.01,Flotation or swimming aids for the physically challenged,Kickboards; Personal flotation devices
https://www.onetonline.org/link/details/25-2059.01,Footballs,
https://www.onetonline.org/link/details/25-2059.01,Golf clubs,
https://www.onetonline.org/link/details/25-2059.01,Gymnastic bars or beams,Balance beams
https://www.onetonline.org/link/details/25-2059.01,Hockey sticks,
https://www.onetonline.org/link/details/25-2059.01,Hula hoops or hoop equipment,Hula hoops
https://www.onetonline.org/link/details/25-2059.01,Jump ropes,
https://www.onetonline.org/link/details/25-2059.01,Laser printers,Computer laser printers
https://www.onetonline.org/link/details/25-2059.01,Lower body resistance machines,Lower body weight machines
https://www.onetonline.org/link/details/25-2059.01,Mobile medical services first aid kits,Emergency first aid kits
https://www.onetonline.org/link/details/25-2059.01,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/25-2059.01,Parachute equipment,Parachutes
https://www.onetonline.org/link/details/25-2059.01,Personal computers,
https://www.onetonline.org/link/details/25-2059.01,Resistance bands,Exercise bands
https://www.onetonline.org/link/details/25-2059.01,Shuffleboard,Shuffleboard sets
https://www.onetonline.org/link/details/25-2059.01,Soccer balls,
https://www.onetonline.org/link/details/25-2059.01,Softball bats,
https://www.onetonline.org/link/details/25-2059.01,Sport goals,Soccer goals
https://www.onetonline.org/link/details/25-2059.01,Swim goggles or swim fins,Swim flippers
https://www.onetonline.org/link/details/25-2059.01,Tennis racquets,Tennis rackets
https://www.onetonline.org/link/details/25-2059.01,Therapeutic balls,Medicine balls
https://www.onetonline.org/link/details/25-2059.01,Toy balloons or balls,Beeper balls
https://www.onetonline.org/link/details/25-2059.01,Upper body resistance machines,Upper body weight machines
https://www.onetonline.org/link/details/25-2059.01,Volleyballs,
https://www.onetonline.org/link/details/25-2059.01,Weights or sets for rehabilitation or therapy,Dumbbells
https://www.onetonline.org/link/details/25-2059.01,Wheelchairs,Electric wheelchairs
https://www.onetonline.org/link/details/25-2059.01,Work table or station for rehabilitation or therapy,Upper body ergometers
https://www.onetonline.org/link/details/51-9191.00,Adhesive or glue application systems,Edge gluers; Fiberized spray applicators; Spray glue systems; Top coat gluers;5 more
https://www.onetonline.org/link/details/51-9191.00,Air compressors,
https://www.onetonline.org/link/details/51-9191.00,Calipers,Digital calipers
https://www.onetonline.org/link/details/51-9191.00,Cleaning brushes,Nonmetallic brushes
https://www.onetonline.org/link/details/51-9191.00,Cleaning scrapers,
https://www.onetonline.org/link/details/51-9191.00,Conveyor feeders,Adhesive feeders
https://www.onetonline.org/link/details/51-9191.00,Ear plugs,Protective ear plugs
https://www.onetonline.org/link/details/51-9191.00,Electronic measuring probes,Pin type probes
https://www.onetonline.org/link/details/51-9191.00,Forklifts,Wheeled forklifts
https://www.onetonline.org/link/details/51-9191.00,Hand sprayers,Fiberization guns
https://www.onetonline.org/link/details/51-9191.00,Heat guns,Electric heat guns
https://www.onetonline.org/link/details/51-9191.00,Induction heaters,Adhesive melters
https://www.onetonline.org/link/details/51-9191.00,Laminators,Extrusion laminators
https://www.onetonline.org/link/details/51-9191.00,Liquid sensor,Adhesive meters
https://www.onetonline.org/link/details/51-9191.00,Mainframe console or dumb terminals,Operator consoles
https://www.onetonline.org/link/details/51-9191.00,Material handling hoses,Hot melt adhesive hoses
https://www.onetonline.org/link/details/51-9191.00,Melting point measuring instrument,Hot melt sensors
https://www.onetonline.org/link/details/51-9191.00,Offset socket wrenches,Offset socket wrench sets
https://www.onetonline.org/link/details/51-9191.00,Pressure controllers,Adhesive pattern controllers
https://www.onetonline.org/link/details/51-9191.00,Safety glasses,Protective glasses
https://www.onetonline.org/link/details/51-9191.00,Screwdrivers,Multipurpose screwdrivers
https://www.onetonline.org/link/details/51-9191.00,Spatulas,Automatic glue spreaders
https://www.onetonline.org/link/details/51-9191.00,Tape measures,Measuring tapes
https://www.onetonline.org/link/details/51-9191.00,Thickness measuring devices,Beta gauges
https://www.onetonline.org/link/details/51-9191.00,Torque wrenches,
https://www.onetonline.org/link/details/51-9191.00,Ultrasonic cleaning equipment,Ultrasonic tanks
https://www.onetonline.org/link/details/51-9191.00,Vacuum pumps,Adhesive pumps; Drum pumps
https://www.onetonline.org/link/details/51-9191.00,Water storage tanks,Pressure tanks
https://www.onetonline.org/link/details/23-1021.00,Desktop computers,
https://www.onetonline.org/link/details/23-1021.00,Digital video disk players or recorders,Digital video players
https://www.onetonline.org/link/details/23-1021.00,Digital voice recorders,Digital audio recorders
https://www.onetonline.org/link/details/23-1021.00,Gavels or sounding blocks,Gavels
https://www.onetonline.org/link/details/23-1021.00,Laser fax machine,Laser facsimile machines
https://www.onetonline.org/link/details/23-1021.00,Laser printers,Computer laser printers
https://www.onetonline.org/link/details/23-1021.00,Microphones,Courtroom microphones
https://www.onetonline.org/link/details/23-1021.00,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/23-1021.00,Personal computers,
https://www.onetonline.org/link/details/23-1021.00,Special purpose telephones,Multiline telephone systems
https://www.onetonline.org/link/details/23-1021.00,Tablet computers,
https://www.onetonline.org/link/details/23-1021.00,Teleconference equipment,Teleconferencing equipment
https://www.onetonline.org/link/details/23-1021.00,Videoconferencing systems,Videoconferencing equipment
https://www.onetonline.org/link/details/11-3012.00,Desktop calculator,10-key calculators
https://www.onetonline.org/link/details/11-3012.00,Desktop computers,
https://www.onetonline.org/link/details/11-3012.00,Laser fax machine,Laser facsimile machines
https://www.onetonline.org/link/details/11-3012.00,Mobile phones,
https://www.onetonline.org/link/details/11-3012.00,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/11-3012.00,Personal computers,
https://www.onetonline.org/link/details/11-3012.00,Personal digital assistant PDAs or organizers,Personal digital assistants PDA
https://www.onetonline.org/link/details/11-3012.00,Photocopiers,Photocopying equipment
https://www.onetonline.org/link/details/11-3012.00,Scanners,
https://www.onetonline.org/link/details/11-3012.00,Special purpose telephones,Multi-line telephone systems
https://www.onetonline.org/link/details/11-3012.00,Tablet computers,
https://www.onetonline.org/link/details/25-3011.00,Desktop computers,
https://www.onetonline.org/link/details/25-3011.00,Digital camcorders or video cameras,Digital video cameras
https://www.onetonline.org/link/details/25-3011.00,Digital video disk players or recorders,Digital video disk DVD players
https://www.onetonline.org/link/details/25-3011.00,Liquid crystal display projector,Liquid crystal display LCD projectors
https://www.onetonline.org/link/details/25-3011.00,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/25-3011.00,Overhead projectors,Overhead data projectors
https://www.onetonline.org/link/details/25-3011.00,Personal computers,
https://www.onetonline.org/link/details/25-3011.00,Public address systems,Sound systems
https://www.onetonline.org/link/details/25-3011.00,Scanners,Computer data input scanners
https://www.onetonline.org/link/details/25-3011.00,Tablet computers,
https://www.onetonline.org/link/details/25-3011.00,Televisions,Television monitors
https://www.onetonline.org/link/details/25-3011.00,Touch screen monitors,Interactive whiteboards
https://www.onetonline.org/link/details/25-3011.00,Video cassette players or recorders,Video cassette recorders VCR
https://www.onetonline.org/link/details/25-3011.00,Videoconferencing systems,Videoconferencing equipment
https://www.onetonline.org/link/details/25-3011.00,Visual presenters,Wireless presenters
https://www.onetonline.org/link/details/29-1141.02,Binocular light compound microscopes,
https://www.onetonline.org/link/details/29-1141.02,Blood pressure cuff kits,Blood pressure cuffs; Sphygmomanometers
https://www.onetonline.org/link/details/29-1141.02,Handheld thermometer,Handheld thermometers
https://www.onetonline.org/link/details/29-1141.02,Holter or wearable EKG monitoring systems or accessories,Electrocardiogram
https://www.onetonline.org/link/details/29-1141.02,Hypodermic needle,Hypodermic needles
https://www.onetonline.org/link/details/29-1141.02,Intravenous infusion pumps for general use,Intravenous IV pumps
https://www.onetonline.org/link/details/29-1141.02,Laser fax machine,Laser facsimile machines
https://www.onetonline.org/link/details/29-1141.02,Medical acoustic stethoscopes,Mechanical stethoscopes
https://www.onetonline.org/link/details/29-1141.02,Medication or pill dispensers,Medication administration systems
https://www.onetonline.org/link/details/29-1141.02,Nebulizers,
https://www.onetonline.org/link/details/29-1141.02,Peripherally inserted central catheters PICC,Catheters
https://www.onetonline.org/link/details/29-1141.02,Personal computers,
https://www.onetonline.org/link/details/29-1141.02,Photocopiers,
https://www.onetonline.org/link/details/29-1141.02,Restraints,Mechanical restraints
https://www.onetonline.org/link/details/29-1141.02,Transcutaneous electric nerve stimulation units,Transcutaneous electric nerve stimulation TENS equipment
https://www.onetonline.org/link/details/11-2011.00,Desktop computers,
https://www.onetonline.org/link/details/11-2011.00,Laser fax machine,Laser facsimile machines
https://www.onetonline.org/link/details/11-2011.00,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/11-2011.00,Personal computers,
https://www.onetonline.org/link/details/11-2011.00,Personal digital assistant PDAs or organizers,Personal digital assistants PDA
https://www.onetonline.org/link/details/11-2011.00,Photocopiers,Photocopying equipment
https://www.onetonline.org/link/details/11-2011.00,Portable data input terminals,Handheld computers
https://www.onetonline.org/link/details/11-2011.00,Scanners,Computer data input scanners
https://www.onetonline.org/link/details/11-2011.00,Special purpose telephones,Multi-line telephone systems
https://www.onetonline.org/link/details/11-2011.00,Tablet computers,
https://www.onetonline.org/link/details/41-3011.00,Desktop computers,
https://www.onetonline.org/link/details/41-3011.00,Notebook computers,Laptop computers
https://www.onetonline.org/link/details/41-3011.00,Personal computers,
https://www.onetonline.org/link/details/41-3011.00,Personal digital assistant PDAs or organizers,Personal digital assistants PDA
https://www.onetonline.org/link/details/41-3011.00,Special purpose telephones,Multi-line telephone systems
https://www.onetonline.org/link/details/41-3011.00,Tablet computers,
https://www.onetonline.org/link/details/17-3021.00,Accelerometers,
https://www.onetonline.org/link/details/17-3021.00,Adjustable wrenches,
https://www.onetonline.org/link/details/17-3021.00,Ball peen hammer,Ball peen hammers
https://www.onetonline.org/link/details/17-3021.00,Bench vises,
https://www.onetonline.org/link/details/17-3021.00,Borescope inspection equipment,Borescopes
https://www.onetonline.org/link/details/17-3021.00,Box end wrenches,
https://www.onetonline.org/link/details/17-3021.00,Calipers,Dial calipers; Digital calipers; Spring calipers; Vernier calipers
https://www.onetonline.org/link/details/17-3021.00,Cold chisels,Straight chisels
https://www.onetonline.org/link/details/17-3021.00,Combination wrenches,
https://www.onetonline.org/link/details/17-3021.00,Compasses,Dividers; Layout compasses
https://www.onetonline.org/link/details/17-3021.00,Compression testers,Digital force gauges
https://www.onetonline.org/link/details/17-3021.00,Coordinate measuring machines CMM,
https://www.onetonline.org/link/details/17-3021.00,Countersinks,
https://www.onetonline.org/link/details/17-3021.00,Depth gauges,
https://www.onetonline.org/link/details/17-3021.00,Drill press or radial drill,Drill presses
https://www.onetonline.org/link/details/17-3021.00,Eddy current examination equipment,Eddy current inspection equipment
https://www.onetonline.org/link/details/17-3021.00,Explosive initiators,Pyrotechnic initiators
